1|Website/carousel/c1.png|https://res.cloudinary.com/drzudfgzl/image/upload/v1596105979/x66lj1b4y4j2vz2rn26x.png|
2|Website/carousel/c4.png|https://res.cloudinary.com/drzudfgzl/image/upload/v1596105981/xrvbpzjfhdhro9wooimh.png|
3|Website/carousel/c2.png|https://res.cloudinary.com/drzudfgzl/image/upload/v1596105983/obndib6ujdyxsphn6h6s.png|
4|Website/carousel/c3.png|https://res.cloudinary.com/drzudfgzl/image/upload/v1596105985/bxco4bjsnacotaj1w9l0.png|
5|Website/carousel/men-circular-icon.jpg|https://res.cloudinary.com/drzudfgzl/image/upload/v1596105986/s6hkposzszbldqrb1rzn.jpg|Men
6|Website/carousel/women-circular-icon.jpg|https://res.cloudinary.com/drzudfgzl/image/upload/v1596105986/nbdn4usqzbklceqquf4j.jpg|Women
7|Website/carousel/kids-circular-icon.jpg|https://res.cloudinary.com/drzudfgzl/image/upload/v1596105987/yafkspofakzpyxywuuyu.jpg|Boys,Girls
8|Website/carousel/home-circular-icon.jpg|https://res.cloudinary.com/drzudfgzl/image/upload/v1596105988/koa6wiqk3dh41wzofzns.jpg|Home & Living
9|Website/carousel/essentials-circular-icon.jpg|https://res.cloudinary.com/drzudfgzl/image/upload/v1596105989/vjrturanxn2gkpj1d3nt.jp2|Essentials

